episode,train_makespan,train_reward,actor_loss,critic_loss,entropy_loss,eval_makespan,eval_reward,jains_index,task_load_variance,current_lr,exploration_epsilon,total_random_actions,exploration_phase
336,171.71983726448423,-171.54570629440525,0.019936279160901904,3086.856201171875,2.603973865509033,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1965,early
337,171.06251207453977,-170.52314257012034,0.008223255077609792,3005.274658203125,2.632684350013733,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1971,early
338,177.14157740581445,-178.8626482751567,0.012662206005188636,2898.8050537109375,2.6704153418540955,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1976,early
339,190.41307019163472,-196.38603716483468,-0.0020351101411506534,3862.957763671875,2.5913418531417847,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,1981,early
340,156.1642636076114,-151.6661977482818,-0.01899168291129172,2182.1669921875,2.661019265651703,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,1987,early
341,177.74531637734208,-179.01531778159978,0.01013354945462197,2789.4964599609375,2.671014904975891,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,1991,early
342,176.287345693021,-177.6216891784334,-0.0015401069540530443,3663.3435668945312,2.5459741353988647,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,1995,early
343,187.43125752012165,-191.520015869789,-0.002148295578081161,4063.7786865234375,2.5461581349372864,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,2004,early
344,163.57517412643261,-161.29990515163226,0.015858837636187673,2653.9351196289062,2.661437451839447,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,2007,early
345,174.9073082995035,-175.94676203439508,0.02985833352431655,2879.80078125,2.8157960772514343,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,2013,early
346,174.58878175361562,-176.20509219039414,-0.00534131214953959,2109.6666259765625,2.7167261838912964,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,2019,early
347,165.37132034386963,-163.46211336043987,0.05365997925400734,2645.8603515625,2.6495805382728577,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,2022,early
348,171.05739116032694,-170.49940279588702,0.013579227263107896,3123.2495727539062,2.5917935371398926,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,2024,early
349,181.86153442130913,-184.99095188265113,0.014868458965793252,3571.123779296875,2.666682779788971,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,2026,early
350,168.4466168418635,-168.47669572699357,0.00691303180065006,2732.12890625,2.6498833894729614,173.97773149236974,-175.15587050774272,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,2031,early
351,173.06732625558797,-173.65862548746796,-0.010760257195215672,2646.543701171875,2.695794105529785,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,2035,early
352,178.7297375277792,-180.47597600579155,-0.012459583391319029,3489.7328491210938,2.6376925706863403,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,2036,early
353,163.8641120052157,-160.30121012857347,0.011376290349289775,3074.6069946289062,2.6040932536125183,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,2040,early
354,174.01269157046525,-174.57977640827283,0.020681618290836923,2595.06982421875,2.6329814791679382,,,0.993103448275862,0.15999999999999998,0.00013069123200000008,0.24,2041,early
355,175.0634830672234,-176.1861094611217,0.007791931740939617,2720.6015625,2.716922104358673,,,0.976271186440678,0.5599999999999999,0.00013069123200000008,0.24,2046,early
356,213.00134272670508,-224.70524194053007,0.01970725235150894,5784.100830078125,2.5920677185058594,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2053,early
357,178.08620368369608,-180.0318884997216,-0.00031983862072593183,2926.5274658203125,2.6498719453811646,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2061,early
358,162.8269978590346,-160.8779492958721,-0.005031584179960191,2239.4577026367188,2.5922990441322327,,,0.96,0.96,0.00010455298560000006,0.24,2066,early
359,198.76465951961524,-206.3886571420889,-0.009798329789191484,4995.623046875,2.6211525797843933,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2076,early
360,159.45359523050644,-155.2415422564332,-0.017599437036551535,2844.1835327148438,2.5460962057113647,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2084,early
361,187.7810210181578,-191.91337696121397,-0.015672261593863368,4215.03466796875,2.5750632286071777,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2090,early
362,156.78082359906145,-153.13547618500556,0.0025134620518656448,2074.06787109375,2.7413740158081055,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2095,early
363,168.25696886648316,-167.26954683244156,0.0009821796847973019,2912.474609375,2.5749898552894592,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2105,early
364,177.91023219378866,-179.70759451643812,-0.026322293560951948,2810.21826171875,2.7772886157035828,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2106,early
365,174.07074768302493,-174.73252216688473,0.016728254966437817,3035.2816162109375,2.6779483556747437,,,0.96,0.96,0.00010455298560000006,0.24,2115,early
366,177.61048201467193,-180.3770717117342,0.006835159088950604,3618.923828125,2.5461360216140747,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2122,early
367,183.1762479355859,-187.3388965127454,0.011984876513452036,3529.0533447265625,2.591909408569336,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2126,early
368,171.99966096918783,-172.69801665724154,-0.015486813616007566,2743.396240234375,2.6042823791503906,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2129,early
369,167.8198654455726,-165.90476555199558,-0.010913153877481818,3015.8134155273438,2.6379202008247375,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2136,early
370,177.74096833199974,-180.8228978543603,-0.022758740466088057,3132.0747680664062,2.6328898072242737,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2142,early
371,166.01676284667462,-164.56386226732647,0.01576715474948287,2323.1112060546875,2.6132586002349854,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2146,early
372,161.93422132213115,-158.40468283034934,0.02030293084681034,2856.1012573242188,2.546603262424469,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2152,early
373,187.5643891945417,-191.896620649315,0.007579574972623959,3489.9964599609375,2.60431832075119,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2154,early
374,177.72199061734895,-179.52347628983372,0.013594301242846996,3714.7652587890625,2.5755374431610107,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2157,early
375,186.89511406509612,-192.26022043426002,0.004363281186670065,3272.490234375,2.7657650113105774,170.603666275051,-170.24640244846873,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2167,early
376,183.3261065472799,-186.61664067015803,0.005412110476754606,2773.341796875,2.700156569480896,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2175,early
377,169.80943111232142,-168.7069614100003,0.00968153728172183,2982.726318359375,2.7585794925689697,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2177,early
378,177.40517267916042,-178.45415525387025,-0.003568607149645686,3414.0499267578125,2.5465829968452454,,,0.96,0.96,0.00010455298560000006,0.24,2183,early
379,165.51944679341455,-165.025312630718,0.017127545550465584,2361.84521484375,2.7918490171432495,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2188,early
380,181.87056804721024,-185.12533476772802,-0.014068062417209148,2862.785888671875,2.6136677265167236,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2194,early
381,145.56743851805106,-138.70004383190226,-0.013220924651250243,1943.5544738769531,2.575501263141632,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2200,early
382,178.00166362251613,-178.2658537533433,0.00017515313811600208,3663.0116577148438,2.546589434146881,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2209,early
383,173.94979001449911,-175.9262376226473,-0.014174387004459277,3141.302490234375,2.6043949127197266,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2213,early
384,154.86848161766545,-148.7526357541215,0.019285431364551187,2119.9288940429688,2.6620607376098633,,,0.96,0.96,0.00010455298560000006,0.24,2221,early
385,168.74055630799705,-167.20352051612028,0.008938378033690242,2714.3134765625,2.546468496322632,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2228,early
386,178.16019687750992,-181.06639917306677,0.002990931272506714,2337.361083984375,2.659483253955841,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2232,early
387,180.6771814665917,-183.66941600076652,-0.0026030553854070604,4032.9454345703125,2.546544313430786,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2238,early
388,176.97016293069626,-178.0278423972015,0.007549530128017068,3051.427734375,2.6620469093322754,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2244,early
389,178.15188099793625,-179.92598047440185,-0.031713851261883974,3683.78125,2.5465941429138184,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2249,early
390,163.28353589266797,-160.0348760472243,-0.027275564381852746,2638.2012329101562,2.5754475593566895,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2255,early
391,189.66342655236292,-195.6576865007694,0.013677435927093029,4193.6790771484375,2.6043180227279663,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2258,early
392,175.5599473253221,-177.7852996181088,0.013599865604192019,2916.939453125,2.74867182970047,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2265,early
393,174.42884786269943,-176.46148544879912,-0.002314505574759096,2900.4345703125,2.5752426981925964,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2271,early
394,151.68529598656085,-144.69770486416496,-0.0069853554014116526,2115.2868041992188,2.575509011745453,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2278,early
395,170.0376352970765,-168.3852427065467,0.005368080048356205,2531.5278930664062,2.7340882420539856,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2286,early
396,167.93827415832297,-166.88386776906606,0.020441609667614102,2911.5948486328125,2.5463823676109314,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2288,early
397,174.06778612222217,-176.3744333289682,0.004790484788827598,2677.3148803710938,2.6212188601493835,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2296,early
398,165.27187071931098,-163.88724724110907,0.01373461284674704,2863.8580932617188,2.6038435101509094,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2301,early
399,169.63434039528062,-169.6474753416091,-0.0021553102415055037,3134.580810546875,2.5465794801712036,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2305,early
400,172.93386722703832,-173.56220471591593,-0.008737035444937646,3361.19287109375,2.5462982058525085,171.11717933373535,-171.26726626866744,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2310,early
401,170.33788820636553,-169.7712722878721,-0.0019517415203154087,3315.1901245117188,2.6043726205825806,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2314,early
402,193.02543203837644,-198.2891264122537,0.02470900909975171,4002.621826171875,2.546518385410309,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2321,early
403,172.36234268751687,-172.51836897122942,-0.007864428451284766,2819.4051513671875,2.7199467420578003,,,0.976271186440678,0.5599999999999999,0.00010455298560000006,0.24,2327,early
404,178.44714144680273,-181.20194095350666,0.011257808975642547,3416.5205078125,2.546682119369507,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2332,early
405,170.60664018882522,-171.83322743125007,0.009607185929780826,2802.585205078125,2.720130503177643,,,0.993103448275862,0.15999999999999998,0.00010455298560000006,0.24,2338,early
406,166.9512699453013,-165.58959553055334,0.016744472202844918,2824.5319213867188,2.5466601252555847,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2343,early
407,169.64076141763093,-168.7747098973985,-0.0025286104064434767,3155.230224609375,2.546731173992157,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2349,early
408,155.76121991528416,-150.42939401017384,-0.01319330174010247,2667.490234375,2.5464730262756348,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2354,early
409,177.1349862365871,-179.60591277900107,-0.014925130642950535,3455.3328857421875,2.6043694019317627,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2361,early
410,182.81041388622384,-185.72337496157775,-0.0007586056599393487,3455.3883056640625,2.679175913333893,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2366,early
411,159.84341844768934,-156.46666492556176,-0.005737908388255164,2822.765869140625,2.5468592047691345,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2373,early
412,159.55858168651875,-156.042883264053,-0.007531767070759088,2394.0103149414062,2.546895384788513,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2379,early
413,158.23007975571664,-154.14592440115285,0.019190079416148365,1899.4939575195312,2.729283332824707,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2385,early
414,193.08058764530276,-198.97907668016177,0.005333095672540367,4117.0029296875,2.6623339653015137,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2390,early
415,178.61536659868125,-179.76187476755342,-0.015158874448388815,3647.978515625,2.5758187770843506,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2397,early
416,172.66091346041313,-172.13043751191995,-0.0062065201927907765,3267.184814453125,2.5469595193862915,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2402,early
417,160.91085503140096,-157.16597794497335,0.0003745908434211742,2445.328125,2.7948087453842163,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2411,early
418,195.24340927504764,-202.086013489075,0.016646868898533285,5144.2099609375,2.5471068620681763,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2415,early
419,168.1031691236761,-167.1440876288364,-0.005105981748783961,3077.248779296875,2.5756773948669434,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2421,early
420,162.36773787030245,-159.98667781007174,-0.006499794671981363,2397.31787109375,2.679255247116089,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2425,early
421,174.5342280352427,-175.1919023408511,-0.008076586644165218,3645.086669921875,2.604437291622162,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2432,early
422,178.40145670414253,-180.65113483051863,-0.00984159781364724,2604.92626953125,2.642767012119293,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2438,early
423,165.53131643904024,-163.88572354750218,0.008645967929624021,2816.531982421875,2.621268153190613,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2447,early
424,176.9501226318973,-179.04236563906147,0.009448344237171113,3101.055419921875,2.575407922267914,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2451,early
425,185.1065863692522,-189.6244685994717,-0.004493924672715366,3618.623046875,2.6211053133010864,172.47187826151512,-172.88820147732045,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2462,early
426,166.4288885295136,-165.31233883961247,-0.0007744220201857388,2102.0,2.7079291343688965,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2469,early
427,189.57347963285508,-193.1858249809113,0.021118201781064272,4331.6429443359375,2.6134265065193176,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2475,early
428,178.9071258741548,-180.66942843287256,0.006681672064587474,3098.611328125,2.6044802069664,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2479,early
429,168.05391964843577,-168.22095083226765,-0.010989648901158944,3021.41357421875,2.546628177165985,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2483,early
430,170.43548485897583,-169.8500099035195,-0.00727235822705552,3319.6796875,2.604492485523224,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2491,early
431,171.801416816637,-172.1632567005798,-0.0002929078182205558,3001.0166015625,2.6332536339759827,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2494,early
432,149.41407063222442,-142.06427297321363,-0.005327182472683489,2095.4666748046875,2.592329263687134,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2501,early
433,154.37425174844913,-149.898011189945,-0.0024705902906134725,1907.6839904785156,2.6044127345085144,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2505,early
434,151.14127356856267,-144.36676113873395,0.006471245374996215,1854.8988037109375,2.6334524154663086,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2508,early
435,174.91895768612238,-175.92545815906067,-0.009003233397379518,3238.7703247070312,2.575475752353668,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2515,early
436,168.6904786504515,-167.58716719291556,-0.011653109337203205,3208.1686401367188,2.5467531085014343,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2522,early
437,153.19770664106295,-147.70837158037713,0.004172838060185313,2190.2587280273438,2.546778440475464,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2527,early
438,152.1380312097927,-146.4860196858907,0.002894371165893972,1858.2237854003906,2.604400157928467,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2530,early
439,164.15032430127343,-162.44592167901206,0.0022821538732387125,2405.8760375976562,2.5754122734069824,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2535,early
440,166.489835528146,-164.60140704457885,-0.022619365132413805,2467.1903076171875,2.613743484020233,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2540,early
441,162.80930442737917,-160.57718506421566,-0.020201270235702395,1884.0410766601562,2.6597458124160767,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2544,early
442,151.53444500874062,-146.1359182175519,-0.01878731301985681,1676.5439453125,2.659792900085449,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2552,early
443,163.8575039113552,-161.0756581931421,-0.013898589182645082,3089.03125,2.546967327594757,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2558,early
444,180.55019468175473,-183.20422063088222,-0.013160418951883912,3492.7265014648438,2.6914259791374207,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2559,early
445,177.49474664068185,-178.9220831267576,-0.007984213763847947,3229.385986328125,2.621302306652069,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2563,early
446,169.6525394736318,-169.67195030345718,-0.013272017473354936,2733.9735107421875,2.6045509576797485,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2570,early
447,161.0165281359599,-158.18529341311475,-0.01924029120709747,2345.4912109375,2.7490286231040955,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2578,early
448,170.78301175393472,-171.12891888333255,0.0005946570890955627,2072.990966796875,2.671656847000122,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2583,early
449,154.917729820268,-150.45292676087618,0.00556474321638234,2379.5076904296875,2.546539306640625,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2586,early
450,174.7905873838491,-176.01156392446867,-0.011409006197936833,3390.9439697265625,2.546812951564789,175.18206581840028,-176.34620668329995,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2591,early
451,160.26328433092263,-156.14815827950324,0.01752547617070377,2812.041748046875,2.5465832948684692,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2599,early
452,185.5813932965799,-189.7047758182388,0.021435642149299383,4366.7744140625,2.5465314984321594,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2604,early
453,169.90535777507785,-170.47279989129441,-0.001460976549424231,2552.2037353515625,2.6962124705314636,,,0.976271186440678,0.5599999999999999,8.364238848000005e-05,0.24,2610,early
454,175.4693099353514,-177.28004737023534,-0.004648569971323013,2777.2272338867188,2.604305386543274,,,0.993103448275862,0.15999999999999998,8.364238848000005e-05,0.24,2614,early
455,158.6896910587247,-154.6693206184322,0.03424030484165996,1412.820556640625,2.7799386382102966,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2619,early
456,159.60523337176124,-156.5440097909095,-0.02062230184674263,2423.1842651367188,2.6332369446754456,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2622,early
457,184.07099872472784,-188.09801800593775,-0.020450514741241932,3775.0114135742188,2.62126624584198,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2630,early
458,172.70184300898288,-173.6919963365661,0.019101364072412252,3153.3336791992188,2.6041420698165894,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2634,early
459,160.37319347543288,-157.39713822522654,-0.027680234517902136,1541.6239624023438,2.7866684794425964,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2641,early
460,166.10722804678363,-162.54489485167642,0.0025129728601314127,2348.110107421875,2.786942958831787,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2646,early
461,156.23112650933436,-151.85575444202004,0.0010836522560566664,1764.8369140625,2.6135293841362,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2654,early
462,164.40785746694547,-162.28230923302718,0.0029666971531696618,2526.256591796875,2.620944023132324,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2658,early
463,187.44743560760378,-190.98074028478513,-0.02013766812160611,3553.0515747070312,2.6330583691596985,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2661,early
464,175.17866983152,-176.1858775958707,-0.010680267412681133,2984.39013671875,2.6329500675201416,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2665,early
465,175.0652933925786,-176.95896370797186,-0.010700747719965875,2652.0211791992188,2.6617079973220825,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2670,early
466,180.57361553978964,-182.3599124923823,0.00367726047988981,3178.97021484375,2.7655659317970276,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2678,early
467,167.21755865467276,-165.71500469123976,0.0011674340785248205,2648.349609375,2.5462984442710876,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2686,early
468,176.7555703615984,-178.3333627045309,-0.025863763876259327,3765.1138916015625,2.546475827693939,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2690,early
469,176.24170465212077,-177.54535582387174,0.05124207679182291,3171.60498046875,2.6212373971939087,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2693,early
470,168.55940688265355,-168.9633675559926,0.009066956758033484,2783.4253540039062,2.592270851135254,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2699,early
471,163.90387810759802,-162.1305628718232,0.020997058833017945,2755.525390625,2.6039732098579407,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2702,early
472,177.12977553100276,-178.39027268757556,-0.0017031028401106596,3331.929931640625,2.5924748182296753,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2706,early
473,171.9728020002271,-172.99071929370098,-0.015698207542300224,3067.373779296875,2.6137808561325073,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2713,early
474,171.99605194070946,-172.4914211751353,-0.012759063945850357,1820.5883483886719,2.8328283429145813,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2719,early
475,148.22534821572108,-141.2552071229879,0.007904592901468277,1940.269287109375,2.5756065249443054,178.46357062220582,-181.36499017041382,0.96,0.96,8.782450790400006e-05,0.24,2725,early
476,174.49054139918036,-175.3162514607182,0.008587555610574782,2705.7300415039062,2.6136839985847473,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2734,early
477,157.33513054952982,-153.14231252467067,0.010711716175137553,2267.7139892578125,2.604197382926941,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2742,early
478,180.19110343820103,-183.61016609658662,0.004375014759716578,2246.9736328125,2.7748961448669434,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2748,early
479,178.41899511684687,-179.55795095659536,0.05997299216687679,2872.5765380859375,2.7461748719215393,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2751,early
480,182.72489514017172,-186.39357757538954,0.010438190307468176,3311.691650390625,2.6045326590538025,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2760,early
481,160.0003716158033,-156.6814666981816,0.009776787366718054,2118.90380859375,2.642828345298767,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2769,early
482,177.50370739913984,-178.49016258799458,0.01844480074942112,3632.324951171875,2.6599729657173157,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2775,early
483,157.44934590807142,-152.7431448182376,0.009454308281419799,2547.8519287109375,2.547073721885681,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2782,early
484,181.30816089186854,-183.7519699589399,-0.012677856953814626,3177.472900390625,2.6719746589660645,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2788,early
485,177.00431166802295,-178.1193601901792,0.006230725790373981,3797.40185546875,2.576080799102783,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2794,early
486,174.37900353158494,-174.7833185861319,0.04105598200112581,3048.2390747070312,2.60480660200119,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2800,early
487,170.982050770497,-171.64949194542635,-0.01191636174917221,2365.1627807617188,2.643210291862488,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2806,early
488,185.64920187210393,-191.22282665542835,-0.004318439634516835,2886.170654296875,2.6141958832740784,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2815,early
489,183.01034911158803,-185.75720696854577,-5.6274846429005265e-05,3441.0545043945312,2.6336119174957275,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2817,early
490,146.55301090568435,-138.32501981276556,-0.0005991050275042653,1726.7275390625,2.6599135994911194,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2820,early
491,195.2706692218064,-202.55458604747204,0.014083653222769499,4265.498779296875,2.6384578347206116,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2825,early
492,161.1602795682244,-156.97498108365033,0.005510788527317345,3012.8893432617188,2.7589298486709595,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2831,early
493,170.31916050868912,-169.8506704248823,-0.0041049011633731425,2422.8343505859375,2.614176392555237,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2837,early
494,185.73135390333,-189.7545772601381,0.0041744078625924885,2963.3465576171875,2.7875195741653442,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2841,early
495,170.3060684764633,-169.4210689728413,-0.004406736348755658,2753.613525390625,2.5468322038650513,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2845,early
496,169.98935971173105,-169.14648400142525,-0.008502823067829013,3340.4819946289062,2.5471662878990173,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2850,early
497,160.67773603072203,-157.15923150104334,0.012738009681925178,2103.62548828125,2.6144901514053345,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2855,early
498,171.11465513144609,-171.021833166559,0.04371025296859443,2795.49951171875,2.6339256167411804,,,0.993103448275862,0.15999999999999998,8.782450790400006e-05,0.24,2861,early
499,162.91554105434304,-159.1455337810161,-0.021332312375307083,1873.7757263183594,2.7058331966400146,,,0.976271186440678,0.5599999999999999,8.782450790400006e-05,0.24,2867,early
